Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
683367318803384,Story Bro's,These ads ran without a disclaimer,≤100,1
101607198167304,Medthority,These ads ran without a disclaimer,≤100,1
107090068642820,Book Lovers Hub,These ads ran without a disclaimer,≤100,1
100925918500367,SariahArt,These ads ran without a disclaimer,≤100,1
108200448809169,Passage wombat,These ads ran without a disclaimer,≤100,1
6243987495,Spotify,These ads ran without a disclaimer,≤100,1
104421318254304,Happy Turtle,These ads ran without a disclaimer,≤100,3
104440771848761,Good.found.,These ads ran without a disclaimer,≤100,2
100554404718653,InQingdao,These ads ran without a disclaimer,≤100,1
1274206102743155,Commonwealth Children & Youth Disability Network - CCYDN,These ads ran without a disclaimer,≤100,1
104238915656696,Kab_Z4,These ads ran without a disclaimer,≤100,1
106914145511790,Family Unit,These ads ran without a disclaimer,≤100,1
101164404768881,CGTN Frontline,These ads ran without a disclaimer,≤100,10
152292984850728,International Monetary Fund,These ads ran without a disclaimer,≤100,3
101822272617934,Network Booster,These ads ran without a disclaimer,≤100,1
972232159578367,ORAPI ASIA,These ads ran without a disclaimer,≤100,1
110444908674335,The American News,These ads ran without a disclaimer,≤100,1
114460187017866,Andrei's,These ads ran without a disclaimer,≤100,2
115049621695058,Dramabox-movies and drama 4,These ads ran without a disclaimer,≤100,1
123027101047606,Pancreatic Cancer UK,These ads ran without a disclaimer,≤100,1
263411085480,Ne'emah Fragrances,These ads ran without a disclaimer,≤100,1
102872505745545,PIPL,These ads ran without a disclaimer,≤100,3
427804297290592,Visit Maldives,These ads ran without a disclaimer,≤100,3
234528823067852,Destiny curiosity 61,These ads ran without a disclaimer,≤100,2
242487435898477,Enovis Asia & EMEA,These ads ran without a disclaimer,≤100,2
112962167693241,Fun Catz - the 1000 page,These ads ran without a disclaimer,≤100,1
907478086066710,The Stephen 3 •Influencers•,These ads ran without a disclaimer,≤100,1
347476561781343,Doug the Duck,These ads ran without a disclaimer,≤100,1
1703997926501590,Mercy Relief,These ads ran without a disclaimer,≤100,2
114491254887383,Hilarious Hub,These ads ran without a disclaimer,≤100,1
100929648464258,Global Alliance of Territorial Communities,These ads ran without a disclaimer,≤100,1
103506595094796,Xiamen King Day International Corporation,These ads ran without a disclaimer,≤100,1
101082536046883,Vivenlife,These ads ran without a disclaimer,≤100,1
249599281800056,Unreal Campaign,These ads ran without a disclaimer,≤100,2
107356627310895,Unified Xevera Mabalacat,These ads ran without a disclaimer,≤100,1
1593605024275869,realestate.com.au Promoted Properties,These ads ran without a disclaimer,≤100,1
295256100520640,Mercatus Center Academic & Student Programs,These ads ran without a disclaimer,≤100,1
102935921705919,Clean Ocean Force,These ads ran without a disclaimer,≤100,1
834798816569315,Handloom Export Promotion Council,These ads ran without a disclaimer,≤100,1
366011250178842,Muslim World League - رابطة العالم الإسلامي,These ads ran without a disclaimer,≤100,2
330207313222,Karen LaMonte Artist,These ads ran without a disclaimer,≤100,1
364839373643996,Lodz University of Technology - TUL,These ads ran without a disclaimer,≤100,1
113067581382434,kanikakhannabhatia,These ads ran without a disclaimer,≤100,1
107270494514792,SoonWaytextile,These ads ran without a disclaimer,≤100,1
103226118306493,World Film Festival in Cannes,These ads ran without a disclaimer,≤100,1
136099883080345,Chocolate.com,These ads ran without a disclaimer,≤100,2
109649844854542,Alligator Terminator,These ads ran without a disclaimer,≤100,1
226451952593,Four Seasons Resorts Maldives,These ads ran without a disclaimer,≤100,2
112486871102880,A. Eberle GmbH & Co. KG,These ads ran without a disclaimer,≤100,1
1550315038410876,FOUR Magazine,These ads ran without a disclaimer,≤100,1
112293702139885,Overwolf,These ads ran without a disclaimer,≤100,1
1399933563560497,"Romanian Service, China Radio International",These ads ran without a disclaimer,≤100,4
158139561455273,Retro-Stage,These ads ran without a disclaimer,≤100,1
102948998654217,Baking Haven,These ads ran without a disclaimer,≤100,1
105284057830930,每日时政快报,These ads ran without a disclaimer,≤100,1
111299431776731,Define Motion,These ads ran without a disclaimer,≤100,4
1782117651837786,Zomi National Tv - Zntv,These ads ran without a disclaimer,≤100,1
101908422753636,California005,These ads ran without a disclaimer,≤100,1
1908125556089705,Lewis Pugh Foundation,These ads ran without a disclaimer,≤100,1
150404156418661,ဗေဒင်နှင့် အထူးယတြာအစီအမံ ဆရာပေါက်,These ads ran without a disclaimer,≤100,1
100350512237236,9Facts,These ads ran without a disclaimer,≤100,3
104140718887506,Support Ukraine,These ads ran without a disclaimer,≤100,1
536054963407202,Discover Shenyang Here,These ads ran without a disclaimer,≤100,1
107795577726880,Science Link,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
110019889044078,USAID | Timor-Leste,These ads ran without a disclaimer,≤100,1
297115847031767,Get Deen,These ads ran without a disclaimer,≤100,1
103670975378146,Air Tool - Fast VPN B,These ads ran without a disclaimer,≤100,1
896377513781497,Hikari 光 Violin,These ads ran without a disclaimer,≤100,4
103747018264831,sociologymatters,These ads ran without a disclaimer,≤100,1
783646031728123,Finimize,These ads ran without a disclaimer,≤100,1
115716830334865,Global Crowd,These ads ran without a disclaimer,≤100,1
778389422245239,BenarNews Thailand,These ads ran without a disclaimer,≤100,1
176031462779495,海峽導報,These ads ran without a disclaimer,≤100,1
100181386277305,Mazha06,These ads ran without a disclaimer,≤100,2
107095020661793,Fiyavalhu Resort Maldives,These ads ran without a disclaimer,≤100,3
118249045508736,Miss Brother 巴打怒花,These ads ran without a disclaimer,≤100,1
1825519887697856,走讀臺灣,These ads ran without a disclaimer,≤100,1
2262897280612618,New Malaysia Herald,These ads ran without a disclaimer,≤100,1
496566973814913,Shopee,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,4
144599038730175,Quiz King,These ads ran without a disclaimer,≤100,1
110915575911664,Isotope Watches,These ads ran without a disclaimer,≤100,1
473956976508778,The Slowdown,These ads ran without a disclaimer,≤100,1
112535007141216,"Football is My Drug, Barcelona is My Dealer",These ads ran without a disclaimer,≤100,1
238438419543681,Deshe Bideshe,These ads ran without a disclaimer,≤100,1
380619941302,SanLucar,These ads ran without a disclaimer,≤100,1
103668129270014,Gentle skateboarder,These ads ran without a disclaimer,≤100,1
210529885671063,New Eastern Europe,These ads ran without a disclaimer,≤100,1
102254901334897,Minecraft,These ads ran without a disclaimer,≤100,1
103092238774307,Sobe Ad Agency,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,27
22760563564,FairPlanet,These ads ran without a disclaimer,≤100,1
108887785102082,S&Q Transport Sg My Service Agency,These ads ran without a disclaimer,≤100,1
107796834376202,Điện máy Việt Anh,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
111314277280906,Ability Dance Tech,These ads ran without a disclaimer,≤100,1
103684952149264,တော်လှန်ကျန်းမာ အနာဂတ်ကမ္ဘာ ထိုင်းရောက်တို့မြန်မာ,These ads ran without a disclaimer,≤100,1
109719177864571,看台海,These ads ran without a disclaimer,≤100,2
174139447607014,Sport Foy - Magazine,These ads ran without a disclaimer,≤100,1
424832597598732,EOHSJ Malta,These ads ran without a disclaimer,≤100,1
111265458463167,Micheal Duit Lama 高价收购旧钞,These ads ran without a disclaimer,≤100,1
104016891958112,Mia Bakery,These ads ran without a disclaimer,≤100,1
104006751902130,growthcurv,These ads ran without a disclaimer,≤100,1
638264129593749,The FLUX MEDIA,These ads ran without a disclaimer,≤100,1
133012216556273,CCCC Tanzania,These ads ran without a disclaimer,≤100,1
102878639040027,Ghr Stories,These ads ran without a disclaimer,≤100,1
121447014387401,Chez Mika,These ads ran without a disclaimer,≤100,1
104394522577535,Magic1602-02,These ads ran without a disclaimer,≤100,1
123609915856712,ruhafer,These ads ran without a disclaimer,≤100,1
105379537987948,Keys Soulcare,These ads ran without a disclaimer,≤100,1
698982283870482,מקס עסקים max Business,These ads ran without a disclaimer,≤100,1
242033638991781,Quantexa Solutions,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,4
170719296121845,National 167,These ads ran without a disclaimer,≤100,1
102502805729408,Peace To Ukraine,These ads ran without a disclaimer,≤100,1
139989526109,XTERRA,These ads ran without a disclaimer,≤100,1
1099393526746710,Japan & UK Travel 日本英國旅遊情報網,These ads ran without a disclaimer,≤100,1
113919231614263,Magic1419-01,These ads ran without a disclaimer,≤100,3
2272627156357949,Newest Crowdfunding Inventions,These ads ran without a disclaimer,≤100,1
101641479607603,20 Days in Mariupol,These ads ran without a disclaimer,≤100,1
105588071295581,Musical Poster,These ads ran without a disclaimer,≤100,1
113887968465685,Quiz Whiz,These ads ran without a disclaimer,≤100,3
105243254912528,PDEA RO XIII Butuan City,These ads ran without a disclaimer,≤100,1
1587313088233587,Ideagen,These ads ran without a disclaimer,≤100,1
52156396459,Workhuman,These ads ran without a disclaimer,≤100,1
104601688710639,CEO 杂志中文版: The CEO Magazine - Chinese,These ads ran without a disclaimer,≤100,2
182704598535,Open Doors Deutschland,These ads ran without a disclaimer,≤100,1
102847104779940,Dreame-SUE,These ads ran without a disclaimer,≤100,4
1505239183125061,Get More Bookings for Tour Operators,These ads ran without a disclaimer,≤100,1
1115314898498473,Aravind K,These ads ran without a disclaimer,≤100,1
109298455825199,LSBF Singapore,These ads ran without a disclaimer,≤100,2
110500442046823,Karter Craig,These ads ran without a disclaimer,≤100,1
104442131947319,ParentzTalk - Teenagers,These ads ran without a disclaimer,≤100,2
100820255934433,AWS Startups,These ads ran without a disclaimer,≤100,1
191583977367022,Rightawaie.com,These ads ran without a disclaimer,≤100,3
102769508276166,Kinhouse Studio,These ads ran without a disclaimer,≤100,1
515881025140911,Parks Project,These ads ran without a disclaimer,≤100,1
150322194563,PASA Primates: Pan African Sanctuary Alliance,These ads ran without a disclaimer,≤100,2
333246690343865,Emmanuel Corels Tech Blog,These ads ran without a disclaimer,≤100,2
100725535335329,Otis Gold,These ads ran without a disclaimer,≤100,1
109757475029657,Enjoy novel reader,These ads ran without a disclaimer,≤100,1
115990854935604,Sabores do Norte,These ads ran without a disclaimer,≤100,1
102912465228640,Marissi Campos Galería de Arte,These ads ran without a disclaimer,≤100,2
104102576882,CanadaVisa.com - Cohen Immigration Law,These ads ran without a disclaimer,≤100,2
117697811288537,Super Master,These ads ran without a disclaimer,≤100,1
107083527566932,الداخل ميديكال - El-dakhel Medical,These ads ran without a disclaimer,≤100,3
116403358232947,Lottery Two,These ads ran without a disclaimer,≤100,1
111005415285514,Omniamus,These ads ran without a disclaimer,≤100,1
277406505978578,E On 3 Group,These ads ran without a disclaimer,≤100,1
904099079645217,Lisa Cox,These ads ran without a disclaimer,≤100,2
136792426348077,Slag Gallery,These ads ran without a disclaimer,≤100,3
111670711411935,Mykural,These ads ran without a disclaimer,≤100,1
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100,3
100602492862162,History Nation,These ads ran without a disclaimer,≤100,3
223287104715778,Oxfam,These ads ran without a disclaimer,≤100,13
110581794625507,Kickstarter Home Runs,These ads ran without a disclaimer,≤100,3
165171813503937,Scott Hahn,These ads ran without a disclaimer,≤100,1
106510485072115,Jasa Konsultasi,These ads ran without a disclaimer,≤100,1
105476818373003,Stop Alcosan Now,These ads ran without a disclaimer,≤100,1
104368422598347,Translate Space,These ads ran without a disclaimer,≤100,1
112040704731277,A l l n o v e l-RS,These ads ran without a disclaimer,≤100,1
115916901000107,Wildography,These ads ran without a disclaimer,≤100,1
382960448846883,Umair Shaikh,These ads ran without a disclaimer,≤100,2
102541779099617,Freelancelzp,These ads ran without a disclaimer,≤100,2
108258011531679,Futbolete - Stories,These ads ran without a disclaimer,≤100,1
195457563804483,Meezan Bank Limited,These ads ran without a disclaimer,≤100,2
